2022-10-27 12:12:46.4221 | 涡旋回零 
2022-10-27 12:26:31.3916 | 涡旋回零 
2022-10-27 12:29:20.0624 | 涡旋回零 
2022-10-27 13:04:25.0943 | 涡旋回零 
2022-10-27 13:11:19.6700 | 涡旋回零 
2022-10-27 13:19:20.4050 | 涡旋回零 
2022-10-27 13:22:37.9518 | 涡旋回零 
2022-10-27 13:33:11.6871 | 涡旋回零 
2022-10-27 13:38:14.4520 | 涡旋回零 
2022-10-27 13:51:37.8931 | 涡旋回零 
2022-10-27 20:42:19.5152 | 涡旋回零 
2022-10-27 20:52:40.9467 | 涡旋回零 
2022-10-27 21:00:04.2605 | 涡旋回零 
2022-10-27 21:03:07.6859 | 涡旋回零 
2022-10-27 21:07:51.6632 | 涡旋回零 
2022-10-27 21:23:00.0928 | 1样品涡旋 
2022-10-27 21:27:49.3391 | 2样品涡旋 
2022-10-27 22:00:28.5346 | 涡旋回零 
2022-10-27 22:18:49.1868 | 涡旋回零 
2022-10-27 22:35:07.4940 | 1样品涡旋 
